Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
.	PUNCT	0	3	30	0	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
Os	DET	0	3	31	0	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
dados	NOUN	0	3	32	0	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
foram	AUX	0	3	33	0	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
coletados	VERB	1	3	34	0	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
via	NOUN	0	3	35	0	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
satélite	NOUN	0	3	36	0	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
e	CCONJ	0	3	37	0	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
confirmados	VERB	1	3	38	0	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
por	ADP	0	3	39	0	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
equipes	NOUN	0	3	40	0	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
em	ADP	0	3	41	0	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
campo	NOUN	0	3	42	0	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
.	PUNCT	0	3	43	0	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
2	['DET', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'NUM', 'SYM', 'ADP', 'NOUN', 'ADP', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'AUX', 'VERB', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]	3	2	1	O Instituto Nacional de Pesquisas Espaciais ( INPE ) identificou um aumento de 22 % no desmatamento da Amazônia no último trimestre em comparação ao mesmo período do ano anterior . Os dados foram coletados via satélite e confirmados por equipes em campo .
A	DET	0	4	0	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
Fundação	PROPN	0	4	1	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
Oswaldo	PROPN	1	4	2	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
Cruz	PROPN	0	4	3	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
(	PUNCT	0	4	4	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
Fiocruz	PROPN	1	4	5	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
)	PUNCT	0	4	6	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
iniciou	VERB	0	4	7	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
a	DET	0	4	8	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
produção	NOUN	0	4	9	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
em	ADP	0	4	10	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
larga	ADJ	0	4	11	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
escala	NOUN	0	4	12	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
de	ADP	0	4	13	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
um	DET	0	4	14	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
novo	ADJ	0	4	15	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
antibiótico	NOUN	1	4	16	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
desenvolvido	VERB	0	4	17	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
a	ADP	0	4	18	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
partir	NOUN	0	4	19	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
de	ADP	0	4	20	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
fungos	NOUN	0	4	21	0	A Fundação Oswaldo Cruz ( Fiocruz ) iniciou a produção em larga escala de um novo antibiótico desenvolvido a partir de fungos encontrados no Cerrado brasileiro . O medicamento tem potencial para combater bactérias resistentes aos tratamentos convencionais .
